,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player
3,2019-20,26.0,HOU,NBA,SF,63.0,52.0,1913.0,5.6,13.0,0.42700000000000005,3.1,8.6,0.363,2.4,4.5,0.5489999999999999,1.8,2.2,0.8109999999999999,1.4,5.1,6.5,2.1,1.6,0.8,1.3,3.2,16.0,114.0,112.0,Danuel House
4,2020-21,27.0,HOU,NBA,SF,22.0,12.0,602.0,5.4,14.4,0.375,2.7,8.6,0.312,2.7,5.9,0.467,2.2,2.9,0.757,1.3,5.6,6.8,3.3,1.1,0.9,1.6,3.4,15.7,102.0,113.0,Danuel House
0,2020-21,22.0,HOU,NBA,SG,22.0,1.0,244.0,7.4,16.8,0.43700000000000006,3.5,9.5,0.36700000000000005,3.9,7.4,0.526,5.4,8.3,0.6509999999999999,0.8,8.1,8.9,5.6,1.2,0.0,5.0,4.3,23.6,101.0,112.0,Mason Jones
0,2015-16,20.0,PHI,NBA,PF,17.0,0.0,145.0,7.4,17.9,0.415,1.4,3.7,0.364,6.1,14.2,0.429,4.4,7.1,0.619,4.4,8.4,12.8,1.0,1.7,2.4,0.7,3.7,20.6,107.0,107.0,Christian Wood
1,2016-17,21.0,CHO,NBA,PF,13.0,0.0,107.0,5.6,10.8,0.522,0.0,2.3,0.0,5.6,8.4,0.667,5.2,7.0,0.733,6.6,7.0,13.6,0.9,1.4,2.8,3.3,5.2,16.4,113.0,106.0,Christian Wood
2,2018-19,23.0,TOT,NBA,PF,21.0,2.0,251.0,11.3,21.7,0.521,1.7,4.8,0.34600000000000003,9.6,16.9,0.5710000000000001,7.6,10.4,0.732,3.1,12.2,15.4,1.5,1.3,1.9,3.1,3.1,31.8,114.0,107.0,Christian Wood
3,2018-19,23.0,MIL,NBA,PF,13.0,0.0,62.0,9.0,18.7,0.48,2.2,3.7,0.6,6.7,15.0,0.45,7.5,11.2,0.667,3.0,12.0,15.0,1.5,0.0,0.0,2.2,2.2,27.7,115.0,108.0,Christian Wood
4,2018-19,23.0,NOP,NBA,PF,8.0,2.0,189.0,12.0,22.6,0.5329999999999999,1.5,5.2,0.28600000000000003,10.6,17.5,0.606,7.6,10.1,0.7559999999999999,3.2,12.3,15.5,1.5,1.7,2.5,3.4,3.4,33.2,114.0,107.0,Christian Wood
5,2019-20,24.0,DET,NBA,PF,62.0,12.0,1325.0,10.7,18.9,0.5670000000000001,2.0,5.2,0.386,8.7,13.7,0.636,6.7,9.0,0.7440000000000001,3.9,10.6,14.5,2.2,1.3,2.0,3.1,3.6,30.1,123.0,110.0,Christian Wood
6,2020-21,25.0,HOU,NBA,C,17.0,17.0,530.0,13.3,23.8,0.5579999999999999,2.9,6.8,0.42100000000000004,10.4,17.0,0.613,3.9,5.7,0.688,2.8,12.7,15.5,2.0,1.4,2.3,2.8,2.9,33.3,115.0,106.0,Christian Wood
0,2013-14,21.0,ORL,NBA,PG,80.0,44.0,2487.0,8.1,19.3,0.419,1.5,4.7,0.327,6.6,14.6,0.44799999999999995,5.1,6.6,0.78,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,94.0,106.0,Victor Oladipo
1,2014-15,22.0,ORL,NBA,SG,72.0,71.0,2573.0,9.4,21.6,0.436,1.7,4.9,0.33899999999999997,7.7,16.7,0.46399999999999997,5.2,6.4,0.8190000000000001,1.0,5.0,6.0,5.9,2.4,0.4,4.1,3.7,25.7,101.0,108.0,Victor Oladipo
2,2015-16,23.0,ORL,NBA,SG,72.0,52.0,2379.0,8.9,20.4,0.43799999999999994,2.1,5.9,0.348,6.9,14.5,0.475,4.3,5.2,0.83,1.0,6.2,7.3,5.9,2.4,1.1,3.2,3.7,24.2,105.0,106.0,Victor Oladipo
3,2016-17,24.0,OKC,NBA,SG,67.0,67.0,2222.0,9.1,20.6,0.442,2.8,7.8,0.361,6.3,12.8,0.491,2.6,3.4,0.753,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106.0,109.0,Victor Oladipo
4,2017-18,25.0,IND,NBA,SG,75.0,75.0,2552.0,12.5,26.3,0.47700000000000004,3.2,8.5,0.371,9.4,17.8,0.528,5.8,7.2,0.799,0.9,6.7,7.6,6.3,3.5,1.1,4.3,3.4,34.0,110.0,104.0,Victor Oladipo
5,2018-19,26.0,IND,NBA,SG,36.0,36.0,1147.0,10.6,25.1,0.423,3.2,9.2,0.34299999999999997,7.5,15.9,0.47,4.4,6.0,0.73,0.9,7.7,8.6,7.9,2.6,0.5,3.5,3.1,28.8,104.0,105.0,Victor Oladipo
6,2019-20,27.0,IND,NBA,SG,19.0,16.0,528.0,8.9,22.6,0.39399999999999996,3.0,9.6,0.317,5.9,13.0,0.451,4.4,5.4,0.8140000000000001,0.8,6.1,6.9,5.1,1.6,0.4,4.3,3.3,25.3,94.0,110.0,Victor Oladipo
7,2020-21,28.0,TOT,NBA,SG,24.0,24.0,786.0,10.5,26.4,0.39899999999999997,3.6,10.9,0.331,6.9,15.4,0.447,4.3,5.7,0.747,0.5,7.1,7.6,6.6,2.2,0.7,3.2,3.4,29.0,99.0,110.0,Victor Oladipo
8,2020-21,28.0,IND,NBA,SG,9.0,9.0,300.0,10.2,24.3,0.42100000000000004,4.0,11.0,0.36200000000000004,6.2,13.3,0.47,4.3,5.9,0.73,0.2,8.0,8.2,6.1,2.4,0.3,2.9,3.7,28.8,104.0,110.0,Victor Oladipo
9,2020-21,28.0,HOU,NBA,SG,15.0,15.0,486.0,10.7,27.6,0.387,3.4,10.9,0.313,7.3,16.7,0.436,4.3,5.6,0.759,0.7,6.5,7.2,6.9,2.0,0.9,3.4,3.2,29.1,97.0,110.0,Victor Oladipo
0,2018-19,20.0,BRK,NBA,SF,63.0,46.0,1294.0,7.4,16.5,0.45,2.1,6.8,0.315,5.3,9.7,0.5429999999999999,2.6,3.4,0.7829999999999999,2.1,7.0,9.0,1.9,1.5,0.9,2.8,5.4,19.6,102.0,109.0,Rodions Kurucs
1,2019-20,21.0,BRK,NBA,PF,47.0,9.0,684.0,5.5,12.2,0.446,2.3,6.2,0.36700000000000005,3.2,6.0,0.529,1.7,2.6,0.632,1.7,7.7,9.5,3.5,1.7,0.3,3.2,6.2,14.9,101.0,109.0,Rodions Kurucs
2,2020-21,22.0,TOT,NBA,"PF,SF",16.0,0.0,91.0,3.1,12.5,0.25,1.6,8.8,0.17600000000000002,1.6,3.6,0.429,0.5,1.0,0.5,1.0,6.2,7.3,3.1,3.1,2.1,4.7,4.2,8.3,60.0,107.0,Rodions Kurucs
3,2020-21,22.0,BRK,NBA,PF,5.0,0.0,16.0,3.0,9.0,0.33299999999999996,3.0,6.0,0.5,0.0,3.0,0.0,0.0,0.0,,0.0,9.0,9.0,6.0,0.0,0.0,0.0,3.0,9.0,129.0,118.0,Rodions Kurucs
4,2020-21,22.0,HOU,NBA,SF,11.0,0.0,75.0,3.1,13.2,0.23800000000000002,1.3,9.4,0.133,1.9,3.8,0.5,0.6,1.3,0.5,1.3,5.7,6.9,2.5,3.8,2.5,5.7,4.4,8.2,53.0,105.0,Rodions Kurucs
0,2020-21,20.0,HOU,NBA,SF,7.0,0.0,69.0,6.8,18.5,0.37,0.7,2.7,0.25,6.2,15.7,0.391,1.4,3.4,0.4,5.5,7.5,13.0,2.7,1.4,3.4,3.4,6.2,15.7,85.0,108.0,Kenyon Martin Jr.
0,2017-18,20.0,MIN,NBA,C,1.0,0.0,4.0,12.5,25.0,0.5,0.0,0.0,,12.5,25.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,25.0,101.0,92.0,Justin Patton
1,2018-19,21.0,PHI,NBA,C,3.0,0.0,21.0,4.5,15.7,0.28600000000000003,0.0,4.5,0.0,4.5,11.2,0.4,2.2,4.5,0.5,4.5,9.0,13.5,6.7,4.5,0.0,0.0,11.2,11.2,99.0,103.0,Justin Patton
2,2019-20,22.0,OKC,NBA,C,5.0,0.0,24.0,8.1,20.2,0.4,2.0,8.1,0.25,6.1,12.1,0.5,0.0,0.0,,2.0,8.1,10.1,4.0,0.0,0.0,4.0,8.1,18.2,86.0,113.0,Justin Patton
3,2020-21,23.0,HOU,NBA,C,6.0,2.0,128.0,5.9,11.4,0.516,2.2,6.3,0.353,3.7,5.2,0.7140000000000001,1.1,1.5,0.75,1.8,7.0,8.9,1.8,2.6,3.7,0.7,7.0,15.1,125.0,105.0,Justin Patton
0,2019-20,19.0,CLE,NBA,SF,50.0,3.0,1162.0,7.8,17.6,0.442,2.2,6.6,0.335,5.6,11.0,0.506,3.1,4.2,0.723,0.9,5.9,6.8,4.6,1.9,0.6,3.9,5.7,20.9,99.0,115.0,Kevin Porter Jr.
0,2014-15,19.0,UTA,NBA,PG,82.0,41.0,1817.0,4.2,12.2,0.349,2.4,7.7,0.314,1.8,4.4,0.408,0.6,0.9,0.625,0.8,3.0,3.8,5.8,1.2,0.4,3.4,4.3,11.5,90.0,109.0,Dante Exum
1,2016-17,21.0,UTA,NBA,PG,66.0,26.0,1228.0,6.6,15.5,0.42700000000000005,1.9,6.4,0.295,4.7,9.1,0.519,2.5,3.1,0.795,1.3,4.4,5.6,4.7,0.9,0.5,3.4,6.2,17.6,100.0,109.0,Dante Exum
2,2017-18,22.0,UTA,NBA,PG,14.0,0.0,235.0,9.0,18.6,0.483,1.1,3.8,0.278,7.9,14.7,0.536,5.3,6.6,0.8059999999999999,0.9,4.7,5.5,9.2,1.7,0.6,4.3,4.3,24.3,110.0,106.0,Dante Exum
3,2018-19,23.0,UTA,NBA,PG,42.0,1.0,664.0,7.3,17.4,0.419,1.3,4.5,0.29,6.0,12.9,0.46399999999999997,4.9,6.2,0.7909999999999999,1.2,3.7,4.9,7.9,1.0,0.4,3.7,5.0,20.8,104.0,110.0,Dante Exum
4,2019-20,24.0,TOT,NBA,SG,35.0,1.0,485.0,5.6,11.9,0.47100000000000003,1.5,4.3,0.349,4.1,7.6,0.539,3.2,4.3,0.7440000000000001,1.2,5.5,6.7,4.0,1.3,0.8,3.1,3.8,16.0,106.0,115.0,Dante Exum
5,2019-20,24.0,UTA,NBA,SG,11.0,0.0,83.0,5.9,13.5,0.435,1.2,3.5,0.33299999999999996,4.7,10.0,0.47100000000000003,1.2,1.2,1.0,1.8,5.3,7.0,4.1,0.6,1.2,5.9,4.7,14.1,83.0,112.0,Dante Exum
6,2019-20,24.0,CLE,NBA,SG,24.0,1.0,402.0,5.6,11.6,0.479,1.6,4.5,0.35100000000000003,4.0,7.1,0.5589999999999999,3.6,5.0,0.732,1.1,5.6,6.7,4.0,1.5,0.7,2.5,3.6,16.3,112.0,116.0,Dante Exum
7,2020-21,25.0,CLE,NBA,SG,6.0,3.0,116.0,4.2,11.0,0.385,0.8,4.7,0.182,3.4,6.4,0.5329999999999999,0.4,0.8,0.5,0.8,6.4,7.2,5.5,1.7,0.8,3.0,3.8,9.7,87.0,114.0,Dante Exum
0,2016-17,20.0,OKC,NBA,PF,81.0,66.0,1632.0,5.8,14.5,0.39899999999999997,1.5,4.8,0.321,4.2,9.7,0.43799999999999994,1.3,2.0,0.657,1.4,7.3,8.7,2.5,1.2,1.0,2.5,6.0,14.4,93.0,108.0,Domantas Sabonis
1,2017-18,21.0,IND,NBA,C,74.0,19.0,1810.0,9.4,18.3,0.514,0.4,1.0,0.35100000000000003,9.0,17.2,0.524,4.6,6.2,0.75,4.6,11.2,15.8,4.2,1.1,0.9,3.8,6.1,23.8,110.0,107.0,Domantas Sabonis
2,2018-19,22.0,IND,NBA,C,74.0,5.0,1838.0,11.0,18.6,0.59,0.2,0.5,0.529,10.8,18.2,0.5920000000000001,5.5,7.7,0.715,5.0,13.4,18.4,5.6,1.3,0.8,4.3,6.4,27.8,118.0,104.0,Domantas Sabonis
3,2019-20,23.0,IND,NBA,PF,62.0,62.0,2159.0,10.3,19.1,0.54,0.4,1.5,0.254,9.9,17.6,0.565,4.8,6.7,0.723,4.2,13.1,17.3,7.0,1.1,0.7,3.8,4.4,25.8,115.0,106.0,Domantas Sabonis
4,2020-21,24.0,IND,NBA,PF,35.0,35.0,1278.0,10.3,19.6,0.525,1.2,3.6,0.33299999999999996,9.1,16.0,0.568,5.5,7.7,0.7140000000000001,3.4,11.2,14.6,7.9,1.4,0.8,4.5,4.5,27.3,114.0,110.0,Domantas Sabonis
0,2012-13,23.0,PHI,NBA,SG,9.0,0.0,142.0,5.9,17.8,0.33299999999999996,1.5,5.9,0.25,4.5,11.9,0.375,2.2,3.0,0.75,0.0,5.2,5.2,5.6,1.1,2.2,3.3,2.6,15.6,82.0,107.0,Justin Holiday
1,2014-15,25.0,GSW,NBA,SG,59.0,4.0,657.0,6.8,17.5,0.387,2.6,8.1,0.321,4.2,9.4,0.444,2.8,3.3,0.8220000000000001,0.9,4.5,5.4,3.6,3.0,0.9,2.2,4.0,18.9,100.0,101.0,Justin Holiday
2,2015-16,26.0,TOT,NBA,SG,53.0,5.0,773.0,5.7,14.7,0.386,2.3,6.8,0.34299999999999997,3.4,7.9,0.423,1.7,2.4,0.73,0.8,5.0,5.8,3.6,2.1,1.2,2.5,3.9,15.4,94.0,105.0,Justin Holiday
3,2015-16,26.0,ATL,NBA,SG,26.0,1.0,263.0,4.5,13.7,0.32899999999999996,1.9,8.5,0.222,2.6,5.3,0.5,0.9,1.9,0.5,0.8,4.3,5.1,2.1,2.4,0.8,2.4,3.9,11.8,77.0,103.0,Justin Holiday
4,2015-16,26.0,CHI,NBA,SG,27.0,4.0,510.0,6.3,15.2,0.413,2.6,5.9,0.433,3.7,9.3,0.4,2.2,2.7,0.815,0.8,5.4,6.2,4.4,1.9,1.5,2.6,3.9,17.3,102.0,106.0,Justin Holiday
5,2016-17,27.0,NYK,NBA,SG,82.0,4.0,1639.0,7.1,16.4,0.433,3.0,8.3,0.355,4.1,8.1,0.513,2.0,2.4,0.825,0.8,6.0,6.9,3.1,2.0,0.9,2.0,3.3,19.2,108.0,111.0,Justin Holiday
6,2017-18,28.0,CHI,NBA,SG,72.0,72.0,2265.0,6.3,16.9,0.371,3.5,9.7,0.359,2.8,7.2,0.387,2.9,3.5,0.823,0.7,5.6,6.3,3.3,1.7,0.7,2.0,2.9,18.9,100.0,111.0,Justin Holiday
7,2018-19,29.0,TOT,NBA,SG,82.0,77.0,2607.0,5.6,14.6,0.386,3.0,8.8,0.348,2.6,5.9,0.442,1.8,2.0,0.8959999999999999,0.9,5.2,6.1,2.7,2.3,0.7,2.0,3.1,16.1,100.0,111.0,Justin Holiday
8,2018-19,29.0,CHI,NBA,SG,38.0,38.0,1325.0,5.5,14.4,0.38299999999999995,3.6,9.9,0.359,2.0,4.5,0.435,1.5,1.7,0.8909999999999999,0.7,5.5,6.2,3.1,2.5,0.8,1.7,2.9,16.1,103.0,112.0,Justin Holiday
9,2018-19,29.0,MEM,NBA,SG,44.0,39.0,1282.0,5.8,14.8,0.389,2.5,7.6,0.33299999999999996,3.3,7.3,0.447,2.1,2.3,0.9,1.0,4.9,6.0,2.4,2.1,0.6,2.2,3.3,16.2,96.0,110.0,Justin Holiday
10,2019-20,30.0,IND,NBA,SF,73.0,6.0,1826.0,5.5,12.9,0.428,3.6,8.8,0.405,2.0,4.1,0.47700000000000004,1.4,1.8,0.7909999999999999,0.9,5.5,6.3,2.5,2.3,1.2,1.2,3.6,16.0,114.0,107.0,Justin Holiday
11,2020-21,31.0,IND,NBA,SG,35.0,26.0,1130.0,5.9,12.9,0.45899999999999996,3.8,9.1,0.414,2.1,3.7,0.568,1.7,2.1,0.82,0.9,5.0,5.9,2.5,1.8,0.6,1.2,3.3,17.3,120.0,113.0,Justin Holiday
0,2018-19,22.0,IND,NBA,PG,50.0,0.0,646.0,8.0,19.8,0.401,3.3,9.6,0.33899999999999997,4.7,10.2,0.45899999999999996,3.1,3.8,0.82,0.4,4.7,5.1,6.6,1.6,1.0,3.0,5.4,22.3,102.0,108.0,Aaron Holiday
1,2019-20,23.0,IND,NBA,PG,66.0,33.0,1617.0,7.0,16.9,0.414,2.6,6.6,0.39399999999999996,4.4,10.3,0.42700000000000005,2.2,2.6,0.851,0.7,4.0,4.7,6.8,1.7,0.5,2.6,3.6,18.8,104.0,110.0,Aaron Holiday
2,2020-21,24.0,IND,NBA,PG,35.0,6.0,667.0,6.8,18.4,0.371,2.7,7.8,0.35200000000000004,4.1,10.7,0.385,2.1,2.9,0.725,0.5,2.8,3.3,4.5,1.4,0.3,2.1,4.5,18.5,95.0,115.0,Aaron Holiday
0,2016-17,24.0,MIL,NBA,SG,75.0,28.0,1982.0,7.4,16.3,0.457,2.0,4.9,0.40399999999999997,5.4,11.3,0.48,2.8,3.2,0.865,1.2,4.3,5.5,8.1,2.2,0.3,2.9,3.6,19.7,111.0,111.0,Malcolm Brogdon
1,2017-18,25.0,MIL,NBA,PG,48.0,20.0,1436.0,8.5,17.5,0.485,2.2,5.6,0.385,6.3,11.9,0.532,2.6,3.0,0.882,0.8,4.6,5.4,5.3,1.4,0.5,2.3,4.4,21.7,112.0,113.0,Malcolm Brogdon
2,2018-19,26.0,MIL,NBA,SG,64.0,64.0,1832.0,9.6,19.0,0.505,2.6,6.2,0.426,7.0,12.8,0.544,3.6,3.9,0.9279999999999999,1.6,5.7,7.3,5.2,1.2,0.3,2.3,2.6,25.4,121.0,108.0,Malcolm Brogdon
3,2019-20,27.0,IND,NBA,PG,54.0,54.0,1666.0,9.5,21.7,0.43799999999999994,2.2,6.7,0.326,7.3,15.0,0.488,4.8,5.4,0.892,1.3,6.3,7.6,11.1,1.0,0.3,3.8,2.9,26.0,111.0,111.0,Malcolm Brogdon
4,2020-21,28.0,IND,NBA,PG,34.0,34.0,1211.0,10.9,24.5,0.447,3.3,8.6,0.37799999999999995,7.7,15.9,0.485,3.4,3.8,0.897,1.1,5.2,6.3,8.4,1.6,0.3,2.8,2.5,28.6,111.0,114.0,Malcolm Brogdon
0,2014-15,23.0,CHI,NBA,SF,36.0,0.0,321.0,6.9,17.2,0.402,2.1,6.6,0.317,4.8,10.6,0.455,1.6,2.4,0.667,1.0,6.0,6.9,1.0,0.6,0.2,2.7,4.7,17.6,89.0,108.0,Doug McDermott
1,2015-16,24.0,CHI,NBA,SF,81.0,4.0,1861.0,7.8,17.3,0.452,3.0,7.0,0.425,4.9,10.4,0.47,1.9,2.3,0.857,1.0,4.3,5.3,1.6,0.4,0.2,1.4,3.4,20.6,110.0,112.0,Doug McDermott
2,2016-17,25.0,TOT,NBA,SF,66.0,5.0,1508.0,7.4,16.5,0.447,2.6,6.9,0.37,4.8,9.6,0.502,2.4,2.8,0.845,0.7,5.3,5.9,1.9,0.4,0.2,1.3,2.6,19.6,112.0,112.0,Doug McDermott
3,2016-17,25.0,CHI,NBA,SF,44.0,4.0,1078.0,7.8,17.4,0.445,2.6,7.0,0.373,5.1,10.4,0.493,2.8,3.1,0.8809999999999999,0.7,5.4,6.1,2.1,0.5,0.2,1.5,2.7,20.9,111.0,112.0,Doug McDermott
4,2016-17,25.0,OKC,NBA,SF,22.0,1.0,430.0,6.4,14.2,0.452,2.4,6.6,0.36200000000000004,4.0,7.5,0.53,1.4,1.9,0.706,0.7,4.9,5.6,1.5,0.2,0.1,0.7,2.5,16.5,116.0,113.0,Doug McDermott
5,2017-18,26.0,TOT,NBA,SF,81.0,4.0,1768.0,6.7,14.3,0.467,2.6,6.1,0.426,4.1,8.2,0.49700000000000005,1.8,2.3,0.79,1.1,4.5,5.6,2.2,0.5,0.5,1.6,3.4,17.7,111.0,115.0,Doug McDermott
6,2017-18,26.0,NYK,NBA,SF,55.0,1.0,1172.0,6.4,13.9,0.46,2.2,5.8,0.387,4.1,8.1,0.513,1.7,2.2,0.755,1.4,4.3,5.7,2.1,0.4,0.5,1.4,3.1,16.7,111.0,115.0,Doug McDermott
7,2017-18,26.0,DAL,NBA,SF,26.0,3.0,596.0,7.2,15.2,0.478,3.3,6.7,0.494,4.0,8.5,0.465,2.0,2.4,0.857,0.6,5.0,5.6,2.4,0.8,0.3,1.9,4.1,19.8,112.0,113.0,Doug McDermott
8,2018-19,27.0,IND,NBA,SF,77.0,1.0,1340.0,7.6,15.4,0.491,3.1,7.5,0.408,4.5,7.9,0.569,2.4,2.9,0.835,0.6,3.4,4.0,2.4,0.7,0.3,1.5,3.8,20.6,117.0,112.0,Doug McDermott
9,2019-20,28.0,IND,NBA,PF,69.0,0.0,1372.0,9.4,19.3,0.488,4.5,10.4,0.435,4.9,8.9,0.5489999999999999,1.7,2.1,0.828,0.9,5.2,6.2,2.8,0.4,0.2,1.5,4.1,25.1,117.0,113.0,Doug McDermott
10,2020-21,29.0,IND,NBA,PF,34.0,14.0,882.0,9.5,18.7,0.506,3.0,8.2,0.364,6.5,10.5,0.617,2.4,3.0,0.818,1.9,5.5,7.3,2.4,0.6,0.2,1.8,3.2,24.4,116.0,116.0,Doug McDermott
0,2015-16,19.0,IND,NBA,C,60.0,30.0,1367.0,9.6,19.3,0.498,0.1,0.5,0.214,9.5,18.7,0.506,3.2,4.4,0.727,2.5,9.6,12.1,1.5,0.9,3.1,2.4,5.7,22.5,103.0,101.0,Myles Turner
1,2016-17,20.0,IND,NBA,C,81.0,81.0,2541.0,8.7,17.1,0.511,0.8,2.3,0.348,8.0,14.9,0.536,4.8,6.0,0.809,2.7,8.9,11.6,2.1,1.5,3.4,2.1,5.2,23.1,115.0,105.0,Myles Turner
2,2017-18,21.0,IND,NBA,C,65.0,62.0,1836.0,8.3,17.4,0.479,1.5,4.3,0.35700000000000004,6.8,13.1,0.519,4.4,5.6,0.777,2.5,8.8,11.4,2.4,1.0,3.2,2.6,5.1,22.5,110.0,106.0,Myles Turner
3,2018-19,22.0,IND,NBA,C,74.0,74.0,2119.0,8.8,18.0,0.48700000000000004,1.8,4.5,0.38799999999999996,7.0,13.5,0.521,3.4,4.6,0.736,2.3,9.9,12.3,2.7,1.4,4.6,2.3,4.5,22.7,110.0,101.0,Myles Turner
4,2019-20,23.0,IND,NBA,C,62.0,62.0,1826.0,7.1,15.6,0.457,2.3,6.6,0.344,4.8,9.0,0.54,3.4,4.5,0.7509999999999999,2.3,8.5,10.8,1.9,1.2,3.5,2.3,4.4,19.9,108.0,105.0,Myles Turner
5,2020-21,24.0,IND,NBA,C,33.0,33.0,1038.0,7.2,14.9,0.484,2.2,7.1,0.314,5.0,7.8,0.639,3.9,5.0,0.778,2.1,7.9,10.0,1.4,1.6,5.1,2.1,5.4,20.5,113.0,106.0,Myles Turner
0,2015-16,23.0,PHI,NBA,PG,81.0,17.0,1606.0,6.7,14.2,0.47,0.9,2.7,0.348,5.7,11.4,0.499,0.8,1.3,0.634,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15.0,101.0,108.0,T.J. McConnell
1,2016-17,24.0,PHI,NBA,PG,81.0,51.0,2133.0,5.4,11.7,0.461,0.3,1.3,0.2,5.1,10.4,0.49200000000000005,1.7,2.1,0.8109999999999999,0.9,4.8,5.7,12.2,3.1,0.2,3.6,3.2,12.7,107.0,108.0,T.J. McConnell
2,2017-18,25.0,PHI,NBA,PG,76.0,1.0,1706.0,5.9,11.9,0.499,0.8,1.7,0.435,5.2,10.1,0.51,0.9,1.1,0.795,1.0,5.3,6.4,8.5,2.6,0.4,3.2,3.4,13.5,109.0,105.0,T.J. McConnell
3,2018-19,26.0,PHI,NBA,PG,76.0,3.0,1470.0,7.1,13.5,0.525,0.4,1.3,0.33299999999999996,6.6,12.1,0.546,0.9,1.2,0.784,0.9,4.7,5.6,8.3,2.5,0.5,2.9,3.4,15.5,110.0,110.0,T.J. McConnell
4,2019-20,27.0,IND,NBA,PG,71.0,3.0,1326.0,7.8,15.0,0.516,0.2,0.6,0.294,7.6,14.4,0.525,1.3,1.5,0.833,1.4,5.5,6.9,13.0,2.0,0.4,3.7,2.7,17.0,112.0,109.0,T.J. McConnell
5,2020-21,28.0,IND,NBA,PG,32.0,2.0,810.0,5.9,11.3,0.526,0.4,1.1,0.316,5.6,10.1,0.55,0.5,1.1,0.5,1.3,5.6,6.9,12.8,3.7,0.7,3.6,3.0,12.7,114.0,108.0,T.J. McConnell
0,2017-18,22.0,IND,NBA,PG,1.0,0.0,2.0,25.0,25.0,1.0,0.0,0.0,,25.0,25.0,1.0,0.0,0.0,,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,50.0,200.0,101.0,Edmond Sumner
1,2018-19,23.0,IND,NBA,PG,23.0,2.0,210.0,5.1,14.9,0.344,1.6,6.3,0.259,3.5,8.6,0.405,3.5,5.6,0.625,2.1,3.5,5.6,2.3,2.8,1.2,2.3,6.1,15.4,91.0,106.0,Edmond Sumner
2,2019-20,24.0,IND,NBA,SG,31.0,3.0,447.0,6.6,15.4,0.43,1.5,5.8,0.264,5.1,9.7,0.528,1.7,3.1,0.552,1.2,3.8,5.0,6.0,1.6,1.0,2.4,4.8,16.5,100.0,110.0,Edmond Sumner
3,2020-21,25.0,IND,NBA,SG,22.0,4.0,251.0,8.0,15.7,0.512,1.7,5.0,0.34600000000000003,6.3,10.7,0.589,3.8,5.2,0.741,1.5,4.4,5.9,1.9,2.5,0.4,3.3,5.0,21.6,105.0,112.0,Edmond Sumner
0,2012-13,20.0,OKC,NBA,SF,23.0,0.0,147.0,8.4,23.8,0.353,3.1,10.5,0.3,5.2,13.3,0.395,4.9,4.9,1.0,1.7,4.5,6.3,1.7,0.7,0.7,2.1,4.5,24.8,100.0,108.0,Jeremy Lamb
1,2013-14,21.0,OKC,NBA,SG,78.0,0.0,1538.0,8.6,19.9,0.43200000000000005,2.9,8.1,0.35600000000000004,5.7,11.8,0.483,1.7,2.1,0.797,0.9,5.3,6.2,3.8,1.8,0.9,2.0,4.7,21.7,106.0,105.0,Jeremy Lamb
2,2014-15,22.0,OKC,NBA,SG,47.0,8.0,633.0,8.2,19.8,0.41600000000000004,3.0,8.8,0.342,5.2,11.0,0.475,3.9,4.4,0.8909999999999999,0.6,7.8,8.5,3.5,1.7,0.5,2.1,4.1,23.4,110.0,106.0,Jeremy Lamb
3,2015-16,23.0,CHO,NBA,SG,66.0,0.0,1227.0,9.4,20.9,0.451,2.3,7.4,0.309,7.1,13.5,0.529,2.6,3.6,0.727,1.8,8.5,10.3,3.1,1.7,1.2,2.0,4.3,23.7,104.0,103.0,Jeremy Lamb
4,2016-17,24.0,CHO,NBA,SG,62.0,5.0,1143.0,9.9,21.5,0.46,1.8,6.4,0.281,8.1,15.1,0.536,4.8,5.7,0.853,1.3,10.3,11.6,3.3,1.2,1.0,1.8,4.3,26.5,109.0,108.0,Jeremy Lamb
5,2017-18,25.0,CHO,NBA,SG,80.0,18.0,1967.0,9.4,20.6,0.457,2.3,6.3,0.37,7.1,14.3,0.495,4.4,5.2,0.861,1.2,6.8,8.0,4.6,1.5,0.8,2.3,3.4,25.6,112.0,109.0,Jeremy Lamb
6,2018-19,26.0,CHO,NBA,SG,79.0,55.0,2250.0,9.3,21.2,0.44,2.5,7.1,0.348,6.8,14.0,0.48700000000000004,5.0,5.6,0.888,1.4,8.0,9.4,3.7,1.9,0.7,1.7,3.0,26.1,113.0,111.0,Jeremy Lamb
7,2019-20,27.0,IND,NBA,SG,46.0,42.0,1291.0,8.1,18.0,0.451,2.0,5.9,0.335,6.1,12.1,0.508,3.5,4.1,0.836,0.9,6.6,7.5,3.6,2.1,0.8,1.9,3.9,21.7,108.0,107.0,Jeremy Lamb
