,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Player
10,2019-20,30.0,POR,NBA,SF,43.0,21.0,1111.0,4.8,14.0,0.34700000000000003,2.4,7.3,0.327,2.4,6.6,0.368,2.5,3.1,0.8059999999999999,0.6,6.8,7.4,2.6,1.9,1.3,2.6,5.2,14.6,92.0,113.0,Kent Bazemore
11,2019-20,30.0,SAC,NBA,SF,25.0,0.0,577.0,7.3,17.5,0.418,2.4,6.1,0.384,5.0,11.4,0.43700000000000006,4.6,6.3,0.733,1.2,9.1,10.3,2.7,2.4,0.8,2.6,6.3,21.6,103.0,109.0,Kent Bazemore
12,2020-21,31.0,GSW,NBA,SF,35.0,1.0,587.0,6.7,13.9,0.48,3.1,7.1,0.43799999999999994,3.6,6.8,0.523,1.9,2.5,0.75,1.1,7.2,8.3,4.4,2.4,1.5,3.0,6.1,18.3,108.0,107.0,Kent Bazemore
0,2019-20,23.0,GSW,NBA,PF,60.0,26.0,1654.0,9.2,18.5,0.49700000000000005,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8.0,3.7,0.9,0.4,2.7,3.6,24.2,110.0,117.0,Eric Paschall
1,2020-21,24.0,GSW,NBA,PF,34.0,2.0,599.0,10.2,20.6,0.494,1.0,3.5,0.289,9.2,17.1,0.536,4.7,6.6,0.718,2.0,6.7,8.7,3.3,0.7,0.3,2.7,4.4,26.2,106.0,112.0,Eric Paschall
0,2019-20,25.0,GSW,NBA,SF,7.0,3.0,204.0,6.1,15.7,0.38799999999999996,3.8,12.2,0.308,2.3,3.5,0.667,2.1,2.8,0.75,0.7,4.7,5.4,1.9,0.5,0.2,1.2,4.7,18.1,104.0,118.0,Mychal Mulder
1,2020-21,26.0,GSW,NBA,PG,34.0,2.0,360.0,6.1,14.0,0.435,4.9,12.0,0.409,1.2,1.9,0.6,1.0,1.9,0.5329999999999999,0.1,3.9,4.0,1.9,1.0,0.9,1.0,3.5,18.1,112.0,113.0,Mychal Mulder
0,2012-13,22.0,GSW,NBA,SF,79.0,1.0,1061.0,4.0,12.3,0.327,0.7,3.2,0.209,3.4,9.1,0.368,2.2,2.6,0.818,2.8,9.7,12.5,2.5,2.0,1.2,2.4,7.6,10.9,87.0,102.0,Draymond Green
1,2013-14,23.0,GSW,NBA,SF,82.0,12.0,1797.0,5.2,12.7,0.40700000000000003,1.5,4.6,0.33299999999999996,3.7,8.2,0.449,2.3,3.4,0.667,2.4,9.0,11.4,4.2,2.8,2.0,2.5,6.4,14.2,102.0,98.0,Draymond Green
2,2014-15,24.0,GSW,NBA,PF,79.0,79.0,2490.0,6.7,15.0,0.44299999999999995,2.2,6.5,0.337,4.5,8.6,0.523,2.6,3.9,0.66,2.2,10.5,12.7,5.7,2.4,1.9,2.6,5.0,18.1,110.0,97.0,Draymond Green
3,2015-16,25.0,GSW,NBA,PF,81.0,81.0,2808.0,6.9,14.1,0.49,1.7,4.4,0.38799999999999996,5.2,9.7,0.537,3.9,5.7,0.696,2.3,10.9,13.2,10.3,2.0,1.9,4.5,4.1,19.5,115.0,100.0,Draymond Green
4,2016-17,26.0,GSW,NBA,PF,76.0,76.0,2471.0,5.3,12.7,0.418,1.6,5.1,0.308,3.7,7.5,0.494,2.9,4.1,0.7090000000000001,1.9,9.8,11.7,10.4,3.0,2.1,3.6,4.2,15.1,111.0,99.0,Draymond Green
5,2017-18,27.0,GSW,NBA,PF,70.0,70.0,2287.0,5.9,13.0,0.45399999999999996,1.6,5.4,0.301,4.3,7.6,0.562,2.8,3.6,0.775,1.6,9.7,11.3,10.7,2.0,1.9,4.3,3.9,16.3,110.0,105.0,Draymond Green
6,2018-19,28.0,GSW,NBA,PF,66.0,66.0,2065.0,4.3,9.7,0.445,1.1,3.8,0.285,3.2,5.9,0.5489999999999999,1.5,2.1,0.6920000000000001,1.4,9.7,11.1,10.5,2.2,1.6,3.9,4.5,11.2,108.0,106.0,Draymond Green
7,2019-20,29.0,GSW,NBA,PF,43.0,43.0,1222.0,4.8,12.4,0.389,1.4,5.1,0.27899999999999997,3.4,7.3,0.465,2.5,3.3,0.759,0.9,9.5,10.4,10.4,2.3,1.3,3.8,4.3,13.5,100.0,110.0,Draymond Green
8,2020-21,30.0,GSW,NBA,PF,31.0,31.0,918.0,3.5,8.8,0.391,0.7,3.0,0.237,2.7,5.8,0.47,1.4,1.9,0.711,1.2,8.4,9.5,13.6,2.2,1.1,4.3,5.1,9.0,104.0,107.0,Draymond Green
0,2015-16,19.0,GSW,NBA,PF,5.0,0.0,21.0,9.2,16.1,0.5710000000000001,2.3,4.6,0.5,6.9,11.5,0.6,0.0,0.0,,9.2,13.8,23.0,0.0,0.0,0.0,2.3,4.6,20.7,125.0,105.0,Kevon Looney
1,2016-17,20.0,GSW,NBA,C,53.0,4.0,447.0,6.0,11.5,0.523,0.2,1.0,0.222,5.8,10.5,0.551,2.3,3.7,0.618,4.7,8.6,13.3,3.1,1.6,1.8,1.8,6.9,14.5,118.0,103.0,Kevon Looney
2,2017-18,21.0,GSW,NBA,C,66.0,4.0,910.0,5.9,10.2,0.58,0.1,0.3,0.2,5.9,10.0,0.59,2.2,4.1,0.545,4.4,7.0,11.4,2.2,1.8,3.0,1.6,5.6,14.1,121.0,106.0,Kevon Looney
3,2018-19,22.0,GSW,NBA,C,80.0,24.0,1481.0,7.0,11.1,0.625,0.0,0.3,0.1,6.9,10.8,0.6409999999999999,2.1,3.4,0.619,6.2,7.2,13.4,4.0,1.5,1.7,1.6,6.8,16.1,135.0,109.0,Kevon Looney
4,2019-20,23.0,GSW,NBA,C,20.0,4.0,262.0,5.3,14.4,0.36700000000000005,0.2,2.6,0.071,5.1,11.9,0.431,1.6,2.2,0.75,5.1,6.9,12.1,3.7,2.2,1.1,2.2,6.2,12.4,94.0,112.0,Kevon Looney
5,2020-21,24.0,GSW,NBA,C,27.0,10.0,401.0,5.1,8.6,0.595,0.2,0.7,0.33299999999999996,4.9,7.9,0.618,1.9,2.4,0.762,5.6,7.6,13.1,5.0,1.2,0.9,2.0,5.8,12.3,133.0,110.0,Kevon Looney
0,2020-21,19.0,GSW,NBA,C,26.0,17.0,541.0,10.9,21.3,0.51,0.9,2.3,0.37,10.0,19.0,0.527,3.8,6.0,0.629,3.1,10.2,13.3,1.5,0.8,2.4,3.3,7.2,26.4,100.0,107.0,James Wiseman
0,2019-20,26.0,GSW,NBA,SG,13.0,6.0,272.0,5.1,11.1,0.46,1.4,4.0,0.348,3.7,7.0,0.525,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1,98.0,112.0,Juan Toscano-Anderson
1,2020-21,27.0,GSW,NBA,SG,23.0,13.0,474.0,5.2,9.2,0.564,1.5,3.4,0.429,3.7,5.8,0.644,1.3,1.8,0.722,1.6,8.6,10.1,5.0,1.3,1.2,2.6,4.7,13.2,117.0,109.0,Juan Toscano-Anderson
0,2019-20,20.0,GSW,NBA,SG,57.0,14.0,1274.0,6.3,18.9,0.33299999999999996,2.8,10.0,0.27899999999999997,3.5,8.9,0.392,3.6,4.5,0.7979999999999999,0.3,4.1,4.4,5.0,1.3,0.4,2.8,3.5,18.9,91.0,117.0,Jordan Poole
1,2020-21,21.0,GSW,NBA,SG,16.0,0.0,170.0,9.9,21.1,0.46799999999999997,4.9,13.4,0.36700000000000005,4.9,7.7,0.643,5.2,5.5,0.95,0.5,5.2,5.8,3.8,1.1,0.8,2.2,3.8,29.9,118.0,112.0,Jordan Poole
0,2020-21,19.0,GSW,NBA,PG,7.0,1.0,67.0,4.2,16.0,0.261,3.5,9.7,0.35700000000000004,0.7,6.3,0.111,0.7,2.8,0.25,0.0,8.4,8.4,12.5,2.1,0.0,4.9,5.6,12.5,82.0,109.0,Nico Mannion
0,2016-17,19.0,PHO,NBA,PF,82.0,75.0,1743.0,7.8,17.4,0.449,2.0,6.2,0.321,5.8,11.2,0.52,3.1,5.0,0.624,2.6,6.9,9.6,1.6,1.8,1.9,3.0,7.2,20.7,102.0,110.0,Marquese Chriss
1,2017-18,20.0,PHO,NBA,PF,72.0,49.0,1527.0,6.3,15.0,0.423,1.8,6.0,0.295,4.6,9.0,0.509,3.0,5.0,0.608,2.4,10.0,12.4,2.6,1.6,2.2,3.4,6.4,17.4,95.0,109.0,Marquese Chriss
2,2018-19,21.0,TOT,NBA,PF,43.0,2.0,499.0,6.7,17.9,0.37200000000000005,1.6,7.1,0.222,5.1,10.7,0.47200000000000003,3.2,4.5,0.711,4.0,10.1,14.1,2.2,1.7,1.1,3.6,8.0,18.1,92.0,113.0,Marquese Chriss
3,2018-19,21.0,HOU,NBA,PF,16.0,0.0,104.0,5.2,16.0,0.324,0.5,7.1,0.067,4.7,9.0,0.526,2.8,3.3,0.857,3.3,9.9,13.2,2.8,0.9,1.9,5.7,8.0,13.7,75.0,109.0,Marquese Chriss
4,2018-19,21.0,CLE,NBA,PF,27.0,2.0,395.0,7.0,18.4,0.384,1.9,7.2,0.263,5.2,11.2,0.461,3.3,4.8,0.684,4.1,10.2,14.3,2.0,1.9,0.9,3.0,8.0,19.2,96.0,114.0,Marquese Chriss
5,2019-20,22.0,GSW,NBA,PF,59.0,21.0,1196.0,8.4,15.4,0.545,0.3,1.6,0.205,8.1,13.8,0.584,4.8,6.2,0.769,4.6,10.0,14.6,4.6,1.6,2.5,3.1,4.9,21.9,117.0,110.0,Marquese Chriss
6,2020-21,23.0,GSW,NBA,PF,2.0,0.0,27.0,8.6,24.2,0.35700000000000004,1.7,8.6,0.2,6.9,15.5,0.444,3.5,6.9,0.5,5.2,17.3,22.4,3.5,0.0,3.5,3.5,5.2,22.4,87.0,103.0,Marquese Chriss
0,2011-12,21.0,GSW,NBA,SG,66.0,29.0,1608.0,10.3,23.2,0.44299999999999995,3.6,8.7,0.414,6.7,14.5,0.46,2.6,2.9,0.868,0.8,4.4,5.2,4.3,1.6,0.6,3.3,5.0,26.7,102.0,111.0,Klay Thompson
1,2012-13,22.0,GSW,NBA,SG,82.0,82.0,2936.0,8.8,20.9,0.42200000000000004,3.7,9.1,0.401,5.1,11.8,0.43700000000000006,2.3,2.7,0.841,0.6,4.7,5.3,3.2,1.5,0.8,2.7,4.1,23.5,102.0,107.0,Klay Thompson
2,2013-14,23.0,GSW,NBA,SG,81.0,81.0,2868.0,9.7,21.9,0.444,3.9,9.3,0.41700000000000004,5.8,12.6,0.46399999999999997,2.6,3.2,0.795,0.7,3.7,4.3,3.1,1.3,0.6,2.3,4.1,25.9,108.0,106.0,Klay Thompson
3,2014-15,24.0,GSW,NBA,SG,77.0,77.0,2455.0,12.0,25.8,0.46299999999999997,4.8,10.8,0.439,7.2,15.0,0.48100000000000004,4.5,5.1,0.879,0.5,4.4,4.9,4.4,1.7,1.2,3.0,2.4,33.2,112.0,104.0,Klay Thompson
4,2015-16,25.0,GSW,NBA,SG,80.0,80.0,2666.0,11.8,25.1,0.47,5.0,11.8,0.425,6.8,13.3,0.51,3.5,4.0,0.873,0.6,4.9,5.5,3.0,1.1,0.9,2.5,2.8,32.1,112.0,107.0,Klay Thompson
5,2016-17,26.0,GSW,NBA,SG,78.0,78.0,2649.0,11.7,25.0,0.46799999999999997,4.9,11.8,0.414,6.8,13.2,0.516,3.4,4.0,0.853,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,111.0,108.0,Klay Thompson
6,2017-18,27.0,GSW,NBA,SG,73.0,73.0,2506.0,11.1,22.7,0.488,4.4,10.0,0.44,6.7,12.7,0.526,1.6,1.9,0.8370000000000001,0.6,4.7,5.3,3.6,1.1,0.7,2.5,2.3,28.1,110.0,111.0,Klay Thompson
7,2018-19,28.0,GSW,NBA,SG,78.0,78.0,2652.0,11.8,25.2,0.467,4.3,10.7,0.402,7.4,14.4,0.516,2.3,2.8,0.816,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,110.0,112.0,Klay Thompson
0,2019-20,19.0,GSW,NBA,C,14.0,0.0,139.0,6.9,13.8,0.5,1.0,4.5,0.231,5.9,9.3,0.63,5.5,6.5,0.8420000000000001,3.4,5.9,9.3,4.5,1.0,1.4,3.8,4.8,20.3,112.0,115.0,Alen Smailagić
0,2020-21,25.0,HOU,NBA,SF,34.0,22.0,933.0,6.8,12.8,0.536,1.1,3.5,0.319,5.7,9.3,0.617,2.2,2.9,0.754,3.2,5.8,9.1,2.9,1.6,0.9,2.0,5.3,17.0,118.0,111.0,Jae'Sean Tate
0,2017-18,22.0,MIL,NBA,SG,54.0,4.0,776.0,5.3,13.2,0.4,2.1,5.8,0.35200000000000004,3.2,7.3,0.439,1.3,1.5,0.875,1.7,7.5,9.2,1.6,2.0,0.8,1.6,5.1,13.9,100.0,110.0,Sterling Brown
1,2018-19,23.0,MIL,NBA,SG,58.0,7.0,1034.0,6.5,14.0,0.465,2.4,6.6,0.361,4.1,7.4,0.5579999999999999,1.3,1.9,0.69,1.3,7.0,8.3,3.8,1.1,0.4,2.1,4.0,16.7,109.0,108.0,Sterling Brown
2,2019-20,24.0,MIL,NBA,SF,52.0,1.0,767.0,5.7,15.2,0.371,2.6,8.1,0.324,3.0,7.1,0.425,1.9,2.4,0.8,1.8,9.0,10.9,3.0,1.7,0.4,2.5,3.2,15.8,97.0,103.0,Sterling Brown
3,2020-21,25.0,HOU,NBA,SG,32.0,2.0,713.0,5.7,13.0,0.439,3.4,8.4,0.402,2.3,4.6,0.507,0.9,1.0,0.9329999999999999,1.5,7.4,8.9,3.6,2.1,0.5,1.7,4.2,15.7,114.0,110.0,Sterling Brown
0,2006-07,21.0,TOR,NBA,SF,17.0,0.0,83.0,6.9,13.7,0.5,0.0,0.0,,6.9,13.7,0.5,5.0,8.7,0.5710000000000001,6.9,7.5,14.4,1.9,1.2,0.0,3.7,7.5,18.7,104.0,107.0,P.J. Tucker
1,2012-13,27.0,PHO,NBA,SG,79.0,45.0,1910.0,5.6,11.9,0.473,0.6,1.9,0.314,5.1,10.1,0.503,1.7,2.3,0.7440000000000001,3.5,5.9,9.4,2.9,1.7,0.5,1.8,3.9,13.6,109.0,109.0,P.J. Tucker
2,2013-14,28.0,PHO,NBA,SF,81.0,81.0,2490.0,5.3,12.4,0.431,1.5,3.8,0.387,3.8,8.5,0.45,3.1,4.0,0.7759999999999999,3.2,7.4,10.6,2.8,2.2,0.5,2.1,4.1,15.3,113.0,106.0,P.J. Tucker
3,2014-15,29.0,PHO,NBA,SF,78.0,63.0,2383.0,5.5,12.5,0.43799999999999994,1.8,5.3,0.345,3.6,7.2,0.506,2.2,3.0,0.727,2.4,8.1,10.5,2.6,2.2,0.5,2.0,3.7,14.9,108.0,105.0,P.J. Tucker
4,2015-16,30.0,PHO,NBA,SF,82.0,80.0,2540.0,4.6,11.2,0.41100000000000003,1.3,4.0,0.33,3.3,7.2,0.455,2.0,2.7,0.746,3.2,6.7,9.8,3.4,2.0,0.4,2.1,3.9,12.5,105.0,109.0,P.J. Tucker
5,2016-17,31.0,TOT,NBA,SF,81.0,21.0,2236.0,4.3,10.5,0.413,1.5,4.3,0.35700000000000004,2.8,6.2,0.451,1.6,2.0,0.774,2.5,7.7,10.2,2.2,2.5,0.4,1.4,4.3,11.7,109.0,109.0,P.J. Tucker
6,2016-17,31.0,PHO,NBA,SF,57.0,17.0,1627.0,4.3,10.4,0.415,1.4,4.0,0.33799999999999997,3.0,6.4,0.46299999999999997,1.8,2.3,0.792,2.8,7.3,10.1,2.1,2.5,0.4,1.5,4.2,11.8,109.0,111.0,P.J. Tucker
7,2016-17,31.0,TOR,NBA,SF,24.0,4.0,609.0,4.3,10.7,0.406,2.0,5.0,0.4,2.3,5.7,0.41200000000000003,0.9,1.3,0.688,1.9,8.8,10.7,2.2,2.6,0.4,1.2,4.4,11.6,110.0,106.0,P.J. Tucker
8,2017-18,32.0,HOU,NBA,PF,82.0,34.0,2281.0,3.7,9.5,0.39,2.5,6.7,0.371,1.2,2.8,0.435,0.9,1.3,0.7170000000000001,2.0,7.9,9.9,1.7,1.7,0.6,1.6,4.4,10.8,107.0,106.0,P.J. Tucker
9,2018-19,33.0,HOU,NBA,PF,82.0,82.0,2802.0,3.6,9.2,0.396,2.6,6.8,0.377,1.1,2.4,0.449,0.7,1.0,0.695,2.1,6.3,8.4,1.7,2.3,0.7,1.1,4.4,10.5,114.0,110.0,P.J. Tucker
10,2019-20,34.0,HOU,NBA,PF,72.0,72.0,2467.0,3.3,8.0,0.415,2.0,5.6,0.358,1.3,2.4,0.551,0.7,0.9,0.813,2.1,6.8,8.9,2.2,1.4,0.7,1.4,4.3,9.4,114.0,111.0,P.J. Tucker
11,2020-21,35.0,HOU,NBA,PF,32.0,32.0,959.0,2.4,6.5,0.366,1.3,4.2,0.314,1.0,2.2,0.467,0.9,1.1,0.7829999999999999,1.6,5.7,7.3,2.2,1.4,0.9,1.6,4.5,6.9,99.0,112.0,P.J. Tucker
0,2016-17,24.0,LAL,NBA,SG,20.0,2.0,397.0,5.8,9.9,0.58,0.1,0.6,0.2,5.6,9.3,0.605,3.1,4.8,0.6409999999999999,2.1,5.6,7.7,1.7,1.6,0.9,1.4,4.4,14.7,121.0,114.0,David Nwaba
1,2017-18,25.0,CHI,NBA,SG,70.0,21.0,1646.0,6.0,12.5,0.478,0.5,1.5,0.34600000000000003,5.5,11.0,0.496,3.9,6.0,0.655,2.6,7.0,9.7,3.1,1.7,0.9,2.3,4.7,16.5,107.0,110.0,David Nwaba
2,2018-19,26.0,CLE,NBA,SF,51.0,14.0,984.0,6.4,13.2,0.48100000000000004,1.2,3.8,0.32,5.1,9.4,0.545,2.9,4.3,0.682,2.1,6.2,8.2,2.7,1.8,0.9,1.5,5.4,16.9,115.0,116.0,David Nwaba
3,2019-20,27.0,BRK,NBA,SF,20.0,0.0,268.0,6.5,12.5,0.521,2.1,4.9,0.429,4.4,7.6,0.581,3.2,4.8,0.667,1.4,6.5,7.9,1.4,1.9,2.1,1.4,5.7,18.4,120.0,107.0,David Nwaba
4,2020-21,28.0,HOU,NBA,SF,28.0,9.0,642.0,7.4,15.3,0.48100000000000004,1.3,4.6,0.27,6.1,10.7,0.5720000000000001,3.4,4.9,0.6970000000000001,2.7,4.9,7.6,2.1,2.2,1.5,1.3,4.3,19.4,114.0,110.0,David Nwaba
0,2008-09,20.0,LAC,NBA,SG,78.0,65.0,2677.0,8.0,17.5,0.456,2.6,6.6,0.389,5.5,11.0,0.496,5.8,6.8,0.8540000000000001,0.9,3.0,3.9,4.2,1.5,0.7,3.2,3.3,24.4,112.0,115.0,Eric Gordon
1,2009-10,21.0,LAC,NBA,SG,62.0,60.0,2229.0,8.2,18.2,0.449,2.8,7.5,0.371,5.4,10.8,0.503,5.2,7.0,0.742,0.6,3.1,3.7,4.3,1.6,0.3,3.3,2.2,24.3,107.0,113.0,Eric Gordon
2,2010-11,22.0,LAC,NBA,SG,56.0,56.0,2112.0,10.5,23.2,0.45,2.6,7.1,0.364,7.9,16.1,0.488,7.0,8.5,0.825,1.1,2.9,4.0,6.0,1.7,0.4,3.7,2.8,30.5,112.0,112.0,Eric Gordon
3,2011-12,23.0,NOH,NBA,SG,9.0,9.0,310.0,11.0,24.5,0.45,1.8,7.0,0.25,9.3,17.5,0.53,8.6,11.4,0.754,0.4,4.0,4.4,5.4,2.3,0.7,4.2,3.5,32.4,105.0,106.0,Eric Gordon
4,2012-13,24.0,NOH,NBA,SG,42.0,40.0,1264.0,10.1,25.0,0.402,2.4,7.4,0.324,7.7,17.6,0.436,8.0,9.5,0.8420000000000001,0.4,2.9,3.3,5.9,1.9,0.3,5.0,3.2,30.6,101.0,112.0,Eric Gordon
5,2013-14,25.0,NOP,NBA,SG,64.0,64.0,2057.0,9.0,20.7,0.436,2.6,6.5,0.391,6.5,14.2,0.456,4.4,5.6,0.785,0.8,3.4,4.2,5.3,1.9,0.3,3.4,2.9,25.0,105.0,113.0,Eric Gordon
6,2014-15,26.0,NOP,NBA,SG,61.0,60.0,2018.0,7.4,18.1,0.41100000000000003,3.7,8.2,0.44799999999999995,3.7,9.9,0.38,2.8,3.5,0.805,0.7,3.4,4.1,6.0,1.3,0.4,3.2,3.8,21.3,106.0,111.0,Eric Gordon
7,2015-16,27.0,NOP,NBA,SG,45.0,44.0,1481.0,7.7,18.5,0.418,3.8,9.8,0.384,4.0,8.6,0.457,3.7,4.2,0.888,0.3,3.0,3.3,4.1,1.4,0.5,2.4,3.3,23.0,108.0,113.0,Eric Gordon
8,2016-17,28.0,HOU,NBA,SG,75.0,15.0,2323.0,8.5,21.0,0.406,5.1,13.7,0.37200000000000005,3.4,7.3,0.46799999999999997,3.0,3.6,0.84,0.6,3.6,4.2,3.9,1.0,0.8,2.5,3.1,25.1,109.0,113.0,Eric Gordon
9,2017-18,29.0,HOU,NBA,SG,69.0,30.0,2154.0,9.5,22.2,0.428,5.0,13.9,0.359,4.5,8.3,0.544,4.5,5.5,0.809,0.6,3.3,3.9,3.5,1.0,0.6,3.0,2.6,28.4,110.0,110.0,Eric Gordon
10,2018-19,30.0,HOU,NBA,SG,68.0,53.0,2158.0,8.7,21.3,0.409,4.9,13.6,0.36,3.8,7.7,0.49700000000000005,2.7,3.5,0.7829999999999999,0.4,3.0,3.4,2.9,0.9,0.6,2.0,3.3,25.1,108.0,115.0,Eric Gordon
11,2019-20,31.0,HOU,NBA,SF,36.0,15.0,1016.0,7.8,21.1,0.369,4.4,13.8,0.317,3.4,7.3,0.469,3.7,4.9,0.7659999999999999,0.4,2.8,3.2,2.5,1.0,0.6,2.0,3.2,23.7,101.0,115.0,Eric Gordon
12,2020-21,32.0,HOU,NBA,SG,26.0,12.0,763.0,9.5,21.7,0.43700000000000006,4.1,12.4,0.32799999999999996,5.4,9.2,0.584,5.7,6.8,0.836,0.4,3.0,3.5,4.3,0.9,0.8,3.1,2.5,28.7,109.0,115.0,Eric Gordon
0,2010-11,20.0,WAS,NBA,PG,69.0,64.0,2606.0,7.8,19.1,0.409,0.7,2.3,0.29600000000000004,7.1,16.8,0.425,5.9,7.7,0.7659999999999999,0.7,5.5,6.2,11.3,2.4,0.7,5.1,3.4,22.2,100.0,110.0,John Wall
1,2011-12,21.0,WAS,NBA,PG,66.0,66.0,2386.0,8.2,19.4,0.423,0.1,0.9,0.071,8.2,18.5,0.44,6.9,8.7,0.789,1.0,5.5,6.5,11.5,2.1,1.2,5.5,3.0,23.4,100.0,107.0,John Wall
2,2012-13,22.0,WAS,NBA,PG,49.0,42.0,1602.0,10.5,23.9,0.441,0.4,1.5,0.267,10.1,22.4,0.452,8.0,9.9,0.804,1.1,5.2,6.4,12.1,2.1,1.2,5.1,3.8,29.5,105.0,103.0,John Wall
3,2013-14,23.0,WAS,NBA,PG,82.0,82.0,2980.0,10.0,23.1,0.433,1.9,5.3,0.35100000000000003,8.1,17.8,0.45799999999999996,5.5,6.8,0.805,0.7,5.1,5.8,12.5,2.6,0.7,5.1,3.8,27.4,106.0,104.0,John Wall
4,2014-15,24.0,WAS,NBA,PG,79.0,79.0,2837.0,9.4,21.1,0.445,1.2,3.9,0.3,8.2,17.1,0.478,5.1,6.5,0.785,0.7,6.0,6.6,14.3,2.5,0.8,5.5,3.3,25.1,105.0,102.0,John Wall
5,2015-16,25.0,WAS,NBA,PG,77.0,77.0,2784.0,10.0,23.6,0.424,2.0,5.7,0.35100000000000003,8.0,17.9,0.44799999999999995,4.8,6.0,0.7909999999999999,0.7,5.9,6.6,13.8,2.5,1.0,5.6,2.8,26.8,102.0,104.0,John Wall
6,2016-17,26.0,WAS,NBA,PG,78.0,78.0,2836.0,11.2,24.9,0.451,1.5,4.7,0.327,9.7,20.2,0.48,7.3,9.2,0.8009999999999999,1.0,4.6,5.7,14.4,2.7,0.9,5.6,2.6,31.4,111.0,108.0,John Wall
7,2017-18,27.0,WAS,NBA,PG,41.0,41.0,1410.0,9.9,23.5,0.42,2.2,5.9,0.371,7.7,17.6,0.436,6.2,8.5,0.726,0.8,4.5,5.3,13.8,2.0,1.6,5.6,2.8,28.1,105.0,108.0,John Wall
8,2018-19,28.0,WAS,NBA,PG,32.0,32.0,1104.0,10.5,23.7,0.444,2.2,7.2,0.302,8.3,16.4,0.507,5.2,7.5,0.6970000000000001,0.6,4.3,5.0,12.0,2.1,1.2,5.2,3.0,28.4,104.0,114.0,John Wall
9,2020-21,30.0,HOU,NBA,PG,25.0,25.0,793.0,11.2,26.4,0.424,3.0,8.9,0.34,8.2,17.5,0.46799999999999997,5.9,7.9,0.7440000000000001,0.7,4.2,4.8,9.0,1.3,1.1,4.9,1.7,31.3,102.0,113.0,John Wall
0,2013-14,20.0,SAC,NBA,SG,82.0,55.0,2187.0,5.9,15.8,0.376,2.2,6.9,0.32,3.7,8.9,0.419,2.7,3.3,0.804,1.2,4.2,5.5,1.9,1.0,0.4,2.2,4.7,16.7,97.0,112.0,Ben McLemore
1,2014-15,21.0,SAC,NBA,SG,82.0,82.0,2670.0,6.8,15.7,0.43700000000000006,2.6,7.4,0.358,4.2,8.3,0.507,2.5,3.0,0.813,0.6,4.0,4.5,2.6,1.5,0.4,2.6,4.1,18.8,104.0,112.0,Ben McLemore
2,2015-16,22.0,SAC,NBA,SG,68.0,53.0,1443.0,6.5,15.1,0.429,2.2,6.2,0.36200000000000004,4.3,9.0,0.474,2.5,3.4,0.718,1.1,3.8,4.9,2.6,1.7,0.3,3.3,4.7,17.7,95.0,111.0,Ben McLemore
3,2016-17,23.0,SAC,NBA,SG,61.0,26.0,1176.0,7.7,18.0,0.43,2.8,7.3,0.382,4.9,10.7,0.462,3.0,4.0,0.753,0.8,4.7,5.6,2.2,1.2,0.3,2.7,4.6,21.3,99.0,114.0,Ben McLemore
4,2017-18,24.0,MEM,NBA,SG,56.0,17.0,1091.0,7.3,17.3,0.42100000000000004,2.5,7.4,0.34600000000000003,4.7,9.9,0.47700000000000004,2.5,3.0,0.828,1.6,4.9,6.4,2.4,1.8,0.7,2.8,6.4,19.6,99.0,112.0,Ben McLemore
5,2018-19,25.0,SAC,NBA,SG,19.0,0.0,158.0,7.4,18.9,0.391,5.0,12.1,0.415,2.4,6.8,0.348,2.4,3.5,0.667,0.9,4.1,5.0,1.2,1.8,0.9,1.5,6.5,22.1,105.0,113.0,Ben McLemore
6,2019-20,26.0,HOU,NBA,SF,71.0,23.0,1619.0,6.9,15.6,0.444,5.2,12.9,0.4,1.7,2.7,0.6559999999999999,1.4,1.9,0.746,0.6,3.9,4.5,1.7,1.3,0.5,1.4,4.4,20.4,118.0,113.0,Ben McLemore
7,2020-21,27.0,HOU,NBA,SG,24.0,2.0,372.0,6.3,17.8,0.35700000000000004,4.1,13.0,0.314,2.3,4.8,0.474,2.2,2.9,0.7390000000000001,1.3,5.2,6.5,2.9,1.8,0.1,2.9,4.3,18.9,93.0,112.0,Ben McLemore
0,2016-17,23.0,WAS,NBA,SG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,49.3,49.3,0.0,0.0,0.0,0.0,0.0,0.0,,89.0,Danuel House
1,2017-18,24.0,PHO,NBA,SG,23.0,3.0,403.0,6.7,15.3,0.434,1.8,6.9,0.259,4.9,8.4,0.5770000000000001,3.0,3.7,0.8059999999999999,1.5,7.5,9.0,3.0,0.8,0.7,1.3,2.7,18.1,111.0,114.0,Danuel House
2,2018-19,25.0,HOU,NBA,SF,39.0,13.0,979.0,5.9,12.6,0.46799999999999997,3.7,8.9,0.41600000000000004,2.2,3.7,0.595,2.8,3.6,0.789,1.3,5.8,7.0,2.0,1.1,0.6,1.8,4.0,18.3,123.0,113.0,Danuel House
